,Date,Power Gen MW,,
1016,17/07/2015,3979.14,,
1017,18/07/2015,3985.23,,
1018,19/07/2015,3004.31,,
1019,20/07/2015,2439.87,,
1020,21/07/2015,3256.97,,
1021,22/07/2015,796.021,,
1022,23/07/2015,1746.51,,
1023,24/07/2015,601.309,,
1024,25/07/2015,2069.19,,
1025,26/07/2015,2505.18,,
1026,27/07/2015,428.461,,
1027,28/07/2015,1241.237,,
1028,29/07/2015,1758.84,,
1029,30/07/2015,0,,
1030,31/07/2015,2189.98,,
1031,01/08/2015,1815.27,,
1032,02/08/2015,1707.92,,
1033,03/08/2015,3776.71,,
1034,04/08/2015,4121.75,,
1035,05/08/2015,3060.03,,
1036,06/08/2015,1470.77,,
1037,07/08/2015,29.71,,
1038,08/08/2015,994.43,,
1039,09/08/2015,2692.31,,
1040,10/08/2015,2799.63,,
1041,11/08/2015,260.924,,
1042,12/08/2015,135.298,,
1043,13/08/2015,411.616,,
1044,14/08/2015,1626.955,,
1045,15/08/2015,1214.74,,
1046,16/08/2015,224.773,,
1047,17/08/2015,125.69,,
1048,18/08/2015,1519.59,,
1049,19/08/2015,2752.88,,
1050,20/08/2015,1415.32,,
1051,21/08/2015,2823.13,,
1052,22/08/2015,1068.044,,
1053,23/08/2015,2305.95,,
1054,24/08/2015,648.351,,
1055,25/08/2015,1560.58,,
1056,26/08/2015,3632.16,,
1057,27/08/2015,3617.86,,
1058,28/08/2015,3558.96,,
1059,29/08/2015,2982.09,,
1060,30/08/2015,195.393,,
1061,31/08/2015,1019.792,,
1062,01/09/2015,1146.02,,
1063,02/09/2015,1610.16,,
1064,03/09/2015,1841.36,,
1065,04/09/2015,1874.53,,
1066,05/09/2015,1441.92,,
1067,06/09/2015,1742.29,,
1068,07/09/2015,72.27,,
1069,08/09/2015,314.169,,
1070,09/09/2015,1533.76,,
1071,10/09/2015,2057.15,,
1072,11/09/2015,3581.73,,
1073,12/09/2015,3936.23,,
1074,13/09/2015,1121.111,,
1075,14/09/2015,872.17,,
1076,15/09/2015,1369.598,,
1077,16/09/2015,448.052,,
1078,17/09/2015,1014.045,,
1079,18/09/2015,464.159,,
1080,19/09/2015,9.622,,
1081,20/09/2015,1824.05,,
1082,21/09/2015,2014.41,,
1083,22/09/2015,2089.663,,
1084,23/09/2015,2659.59,,
1085,24/09/2015,4130.86,,
1086,25/09/2015,0,,
1087,26/09/2015,0,,
1088,27/09/2015,0,,
1089,28/09/2015,1117.45,,
1090,29/09/2015,1190.95,,
1091,30/09/2015,738.05,,
1092,01/10/2015,318.599,,
1093,02/10/2015,166.051,,
1094,03/10/2015,74.228,,
1095,04/10/2015,708.728,,
1096,05/10/2015,3523.27,,
1097,06/10/2015,794.732,,
1098,07/10/2015,0,,
1099,08/10/2015,136.18,,
1100,09/10/2015,211.096,,
1101,10/10/2015,443.645,,
1102,11/10/2015,721.22,,
1103,12/10/2015,2022.391,,
1104,13/10/2015,602.185,,
1105,14/10/2015,179.257,,
1106,15/10/2015,370.538,,
1107,16/10/2015,507.459,,
1108,17/10/2015,561.2,,
1109,18/10/2015,431.582,,
1110,19/10/2015,197.3,,
1111,20/10/2015,1577.73,,
1112,21/10/2015,3471.66,,
1113,22/10/2015,3129.19,,
1114,23/10/2015,3014.08,,
1115,24/10/2015,3886.98,,
1116,25/10/2015,3138.36,,
1117,26/10/2015,3880.6,,
1118,27/10/2015,3175.37,,
1119,28/10/2015,608.287,,
1120,29/10/2015,1966.93,,
1121,30/10/2015,1889.15,,
1122,31/10/2015,1521.675,,
1123,01/11/2015,148.431,,
1124,02/11/2015,160.156,,
1125,03/11/2015,544.25,,
1126,04/11/2015,386.29,,
1127,05/11/2015,1453.432,,
1128,06/11/2015,2527.51,,
1129,07/11/2015,2180.764,,
1130,08/11/2015,3690.69,,
1131,09/11/2015,3697.275,,
1132,10/11/2015,3995.62,,
1133,11/11/2015,3772.16,,
1134,12/11/2015,3731.09,,
1135,13/11/2015,3953.9,,
1136,14/11/2015,3209.6,,
1137,15/11/2015,3986.2,,
1138,16/11/2015,3630.057,,
1139,17/11/2015,3076.55,,
1140,18/11/2015,3713.968,,
1141,19/11/2015,3813,,
1142,20/11/2015,3828.73,,
1143,21/11/2015,2609.927,,
1144,22/11/2015,458.023,,
1145,23/11/2015,2392.07,,
1146,24/11/2015,3842.76,,
1147,25/11/2015,3643.2,,
1148,26/11/2015,2211.71,,
1149,27/11/2015,3626.07,,
1150,28/11/2015,3937.36,,
1151,29/11/2015,3374.014,,
1152,30/11/2015,1913.256,,
1153,01/12/2015,2970.58,,
1154,02/12/2015,2315.065,,
1155,03/12/2015,1920.855,,
1156,04/12/2015,70.5,,
1157,05/12/2015,0,,
1158,06/12/2015,0,,
1159,07/12/2015,0,,
1160,08/12/2015,0,,
1161,09/12/2015,0,,
1162,10/12/2015,0,,
1163,11/12/2015,0,,
1164,12/12/2015,0,,
1165,13/12/2015,0,,
1166,14/12/2015,0,,
1167,15/12/2015,0,,
1168,16/12/2015,0,,
1169,17/12/2015,0,,
1170,18/12/2015,0,,
1171,19/12/2015,0,,
1172,20/12/2015,0,,
1173,21/12/2015,0,,
1174,22/12/2015,0,,
1175,23/12/2015,0,,
1176,24/12/2015,0,,
1177,25/12/2015,0,,
1178,26/12/2015,0,,
1179,27/12/2015,0,,
1180,28/12/2015,0,,
1181,29/12/2015,0,,
1182,30/12/2015,0,,
1183,31/12/2015,0,,
1184,01/01/2016,0,,
1185,02/01/2016,0,,
1186,03/01/2016,0,,
1187,04/01/2016,0,,
1188,05/01/2016,0,,
1189,06/01/2016,0,,
1190,07/01/2016,0,,
1191,08/01/2016,0,,
1192,09/01/2016,0,,
1193,10/01/2016,0,,
1194,11/01/2016,0,,
1195,12/01/2016,0,,
1196,13/01/2016,0,,
1197,14/01/2016,0,,
1198,15/01/2016,0,,
1199,16/01/2016,0,,
1200,17/01/2016,0,,
1201,18/01/2016,0,,
1202,19/01/2016,0,,
1203,20/01/2016,0,,
1204,21/01/2016,0,,
1205,22/01/2016,0,,
1206,23/01/2016,0,,
1207,24/01/2016,0,,
1208,25/01/2016,0,,
1209,26/01/2016,0,,
1210,27/01/2016,0,,
1211,28/01/2016,0,,
1212,29/01/2016,0,,
1213,30/01/2016,0,,
1214,31/01/2016,0,,
1215,01/02/2016,0,,
1216,02/02/2016,0,,
1217,03/02/2016,0,,
1218,04/02/2016,0,,
1219,05/02/2016,0,,
1220,06/02/2016,0,,
1221,07/02/2016,0,,
1222,08/02/2016,0,,
1223,09/02/2016,0,,
1224,10/02/2016,0,,
1225,11/02/2016,0,,
1226,12/02/2016,0,,
1227,13/02/2016,0,,
1228,14/02/2016,0,,
1229,15/02/2016,0,,
1230,16/02/2016,0,,
1231,17/02/2016,0,,
1232,18/02/2016,0,,
1233,19/02/2016,0,,
1234,20/02/2016,0,,
1235,21/02/2016,0,,
1236,22/02/2016,0,,
1237,23/02/2016,0,,
1238,24/02/2016,0,,
1239,25/02/2016,0,,
1240,26/02/2016,0,,
1241,27/02/2016,0,,
1242,28/02/2016,0,,
1243,29/02/2016,0,,
1244,01/03/2016,0,,
1245,02/03/2016,0,,
1246,03/03/2016,0,,
1247,04/03/2016,0,,
1248,05/03/2016,0,,
1249,06/03/2016,0,,
1250,07/03/2016,0,,
1251,08/03/2016,0,,
1252,09/03/2016,0,,
1253,10/03/2016,0,,
1254,11/03/2016,0,,
1255,12/03/2016,0,,
1256,13/03/2016,0,,
1257,14/03/2016,0,,
1258,15/03/2016,0,,
1259,16/03/2016,0,,
1260,17/03/2016,0,,
1261,18/03/2016,0,,
1262,19/03/2016,0,,
1263,20/03/2016,7.653,,
1264,21/03/2016,752.17,,
1265,22/03/2016,181.555,,
1266,23/03/2016,651.915,,
1267,24/03/2016,2125.49,,
1268,25/03/2016,2123.88,,
1269,26/03/2016,3927.74,,
1270,27/03/2016,3761.44,,
1271,28/03/2016,1759.266,,
1272,29/03/2016,1647.6,,
1273,30/03/2016,818.7,,
1274,31/03/2016,124.009,,
1275,01/04/2016,3259.46,,
1276,02/04/2016,1574.845,,
1277,03/04/2016,764.36,,
1278,04/04/2016,1625.41,,
1279,05/04/2016,3232.37,,
1280,06/04/2016,3804.86,,
1281,07/04/2016,3634.36,,
1282,08/04/2016,797.856,,
1283,09/04/2016,311.505,,
1284,10/04/2016,1869.573,,
1285,11/04/2016,3952.75,,
1286,12/04/2016,603.837,,
1287,13/04/2016,95.036,,
1288,14/04/2016,398.137,,
1289,15/04/2016,708.589,,
1290,16/04/2016,2027.12,,
1291,17/04/2016,1349.896,,
1292,18/04/2016,2865.83,,
1293,19/04/2016,246.021,,
1294,20/04/2016,214.635,,
1295,21/04/2016,778.75,,
1296,22/04/2016,1030.971,,
1297,23/04/2016,1638.1,,
1298,24/04/2016,1553.091,,
1299,25/04/2016,3283.52,,
1300,26/04/2016,3853.33,,
1301,27/04/2016,1071.26,,
1302,28/04/2016,2259.47,,
1303,29/04/2016,3650.231,,
1304,30/04/2016,1455.978,,
1305,01/05/2016,4115.52,,
1306,02/05/2016,3904.86,,
1307,03/05/2016,3917.34,,
1308,04/05/2016,3248.77,,
1309,05/05/2016,1311.699,,
1310,06/05/2016,482.276,,
1311,07/05/2016,2070.31,,
1312,08/05/2016,2287.38,,
1313,09/05/2016,3730.99,,
1314,10/05/2016,2874.95,,
1315,11/05/2016,3114.85,,
1316,12/05/2016,2616.35,,
1317,13/05/2016,1156.598,,
1318,14/05/2016,774.455,,
1319,15/05/2016,1061.757,,
1320,16/05/2016,1562.02,,
1321,17/05/2016,1369.101,,
1322,18/05/2016,2065.72,,
1323,19/05/2016,1985.177,,
1324,20/05/2016,2260.38,,
1325,21/05/2016,3003.48,,
1326,22/05/2016,998.26,,
1327,23/05/2016,1643.06,,
1328,24/05/2016,643.133,,
1329,25/05/2016,329.741,,
1330,26/05/2016,99.931,,
1331,27/05/2016,202.966,,
1332,28/05/2016,537.575,,
1333,29/05/2016,535.301,,
1334,30/05/2016,516.99,,
1335,31/05/2016,2776.55,,
1336,01/06/2016,523.315,,
1337,02/06/2016,130.373,,
1338,03/06/2016,555.275,,
1339,04/06/2016,180.952,,
1340,05/06/2016,192.558,,
1341,06/06/2016,308.535,,
1342,07/06/2016,209.338,,
1343,08/06/2016,91.335,,
1344,09/06/2016,363.76,,
1345,10/06/2016,0,,
1346,11/06/2016,20.855,,
1347,12/06/2016,27.225,,
1348,13/06/2016,96.117,,
1349,14/06/2016,545.897,,
1350,15/06/2016,97.396,,
1351,16/06/2016,339.899,,
1352,17/06/2016,789.628,,
1353,18/06/2016,473.172,,
1354,19/06/2016,2137.85,,
1355,20/06/2016,2462.14,,
1356,21/06/2016,1145.681,,
1357,22/06/2016,1520.089,,
1358,23/06/2016,532.801,,
1359,24/06/2016,757.549,,
1360,25/06/2016,1610.38,,
1361,26/06/2016,2487.52,,
1362,27/06/2016,3094.42,,
1363,28/06/2016,240.494,,
1364,29/06/2016,2180.83,,
1365,30/06/2016,1857.41,,
1366,01/07/2016,3391.01,,
1367,02/07/2016,3438.83,,
1368,03/07/2016,1361.61,,
1369,04/07/2016,1612.837,,
1370,05/07/2016,2812.35,,
1371,06/07/2016,1401.473,,
1372,07/07/2016,1526.482,,
1373,08/07/2016,3240.56,,
1374,09/07/2016,3935.92,,
1375,10/07/2016,4178.76,,
1376,11/07/2016,2389.89,,
1377,12/07/2016,767.44,,
1378,13/07/2016,1794.77,,
1379,14/07/2016,1165.93,,
1380,15/07/2016,3462.97,,
1381,16/07/2016,1495.243,,
1382,17/07/2016,1619.7,,
1383,18/07/2016,587.969,,
1384,19/07/2016,849.56,,
1385,20/07/2016,886.109,,
1386,21/07/2016,742.083,,
1387,22/07/2016,369.411,,
1388,23/07/2016,285.157,,
1389,24/07/2016,917,,
1390,25/07/2016,2003.77,,
1391,26/07/2016,1273.32,,
1392,27/07/2016,2087.38,,
1393,28/07/2016,,,
1394,29/07/2016,1904.81,,
1395,30/07/2016,1550.09,,
1396,31/07/2016,1381.5,,
1397,01/08/2016,333.052,,
1398,02/08/2016,1854.68,,
1399,03/08/2016,3895.04,,
1400,04/08/2016,2876.53,,
1401,05/08/2016,898.305,,
1402,06/08/2016,1380.172,,
1403,07/08/2016,1370.694,,
1404,08/08/2016,0,,
1405,09/08/2016,0,,
1406,10/08/2016,0,,
1407,11/08/2016,0,,
1408,12/08/2016,0,,
1409,13/08/2016,0,,
1410,14/08/2016,41.86,,
1411,15/08/2016,301.991,,
1412,16/08/2016,1166.621,,
1413,17/08/2016,1317.44,,
1414,18/08/2016,1260.54,,
1415,19/08/2016,3204.93,,
1416,20/08/2016,3861.19,,
1417,21/08/2016,2562.96,,
1418,22/08/2016,2438.149,,
1419,23/08/2016,225.384,,
1420,24/08/2016,368.91,,
1421,25/08/2016,0,,
1422,26/08/2016,1915.94,,
1423,27/08/2016,732.345,,
1424,28/08/2016,870.835,,
1425,29/08/2016,734.82,,
1426,30/08/2016,1983.14,,
1427,31/08/2016,2625.12,,
1428,01/09/2016,2173.01,,
1429,02/09/2016,2827.53,,
1430,03/09/2016,1990.94,,
1431,04/09/2016,1422.32,,
1432,05/09/2016,1719.59,,
1433,06/09/2016,2746.88,,
1434,07/09/2016,1116.296,,
1435,08/09/2016,3545.53,,
1436,09/09/2016,3851.86,,
1437,10/09/2016,990.623,,
1438,11/09/2016,2698.41,,
1439,12/09/2016,3652.11,,
1440,13/09/2016,1580.787,,
1441,14/09/2016,931.653,,
1442,15/09/2016,159.917,,
1443,16/09/2016,3521.51,,
1444,17/09/2016,840.722,,
1445,18/09/2016,815.005,,
1446,19/09/2016,1568.84,,
1447,20/09/2016,104.624,,
1448,21/09/2016,1186.37,,
1449,22/09/2016,1914.81,,
1450,23/09/2016,2860.48,,
1451,24/09/2016,4090.1,,
1452,25/09/2016,3682.25,,
1453,26/09/2016,1182.74,,
1454,27/09/2016,3663.92,,
1455,28/09/2016,4015.89,,
1456,29/09/2016,4059.6,,
1457,30/09/2016,2383.844,,
1458,01/10/2016,503.102,,
1459,02/10/2016,261.183,,
1460,03/10/2016,2608.31,,
1461,04/10/2016,3247.18,,
1462,05/10/2016,3934.77,,
1463,06/10/2016,2714.22,,
1464,07/10/2016,1843.95,,
1465,08/10/2016,531.16,,
1466,09/10/2016,322.947,,
1467,10/10/2016,543.997,,
1468,11/10/2016,1693.08,,
1469,12/10/2016,2502.55,,
1470,13/10/2016,2171.24,,
1471,14/10/2016,2267.68,,
1472,15/10/2016,1523.54,,
1473,16/10/2016,3770.75,,
1474,17/10/2016,3947.7,,
1475,18/10/2016,4037.02,,
1476,19/10/2016,2003.28,,
1477,20/10/2016,199.623,,
1478,21/10/2016,40.83,,
1479,22/10/2016,1029.05,,
1480,23/10/2016,2514.13,,
1481,24/10/2016,1445.66,,
1482,25/10/2016,931.27,,
1483,26/10/2016,3128.81,,
1484,27/10/2016,3488.08,,
1485,28/10/2016,888.569,,
1486,29/10/2016,261.266,,
1487,30/10/2016,154.1,,
1488,31/10/2016,463.561,,
1489,01/11/2016,1449.67,,
1490,02/11/2016,1196.411,,
1491,03/11/2016,2236.71,,
1492,04/11/2016,2942.25,,
1493,05/11/2016,4057.82,,
1494,06/11/2016,3978.77,,
1495,07/11/2016,2081.05,,
1496,08/11/2016,1596.711,,
1497,09/11/2016,756.528,,
1498,10/11/2016,3520.93,,
1499,11/11/2016,2237.387,,
1500,12/11/2016,2478.35,,
1501,13/11/2016,1315.503,,
1502,14/11/2016,3466.51,,
1503,15/11/2016,2124.226,,
1504,16/11/2016,4160.56,,
1505,17/11/2016,3875.48,,
1506,18/11/2016,3794.29,,
1507,19/11/2016,2377.96,,
1508,20/11/2016,812.238,,
1509,21/11/2016,3221.4,,
1510,22/11/2016,3994.33,,
1511,23/11/2016,701.553,,
1512,24/11/2016,958.01,,
1513,25/11/2016,334.856,,
1514,26/11/2016,0,,
1515,27/11/2016,857.634,,
1516,28/11/2016,1003.47,,
1517,29/11/2016,543.437,,
1518,30/11/2016,1583.48,,
1519,01/12/2016,1760.24,,
1520,02/12/2016,85.961,,
1521,03/12/2016,938.61,,
1522,04/12/2016,2979.75,,
1523,05/12/2016,2320.59,,
1524,06/12/2016,1758.44,,
1525,07/12/2016,4029.04,,
1526,08/12/2016,1363.057,,
1527,09/12/2016,3755.69,,
1528,10/12/2016,2749.4,,
1529,11/12/2016,2907.2,,
1530,12/12/2016,588.95,,
1531,13/12/2016,1270.68,,
1532,14/12/2016,3200.98,,
1533,15/12/2016,3593.88,,
1534,16/12/2016,1497.78,,
1535,17/12/2016,610.273,,
1536,18/12/2016,1291.22,,
1537,19/12/2016,382.714,,
1538,20/12/2016,3022.967,,
1539,21/12/2016,3844.61,,
1540,22/12/2016,4116.11,,
1541,23/12/2016,3938.26,,
1542,24/12/2016,4049.91,,
1543,25/12/2016,4126.32,,
1544,26/12/2016,4032.51,,
1545,27/12/2016,1242.93,,
1546,28/12/2016,510.36,,
1547,29/12/2016,2130.76,,
1548,30/12/2016,4142.89,,
1549,31/12/2016,3954.61,,
1550,01/01/2017,3771.05,,
1551,02/01/2017,1713.091,,
1552,03/01/2017,3923.69,,
1553,04/01/2017,2084.81,,
1554,05/01/2017,1148.61,,
1555,06/01/2017,2382.81,,
1556,07/01/2017,332.257,,
1557,08/01/2017,826.396,,
1558,09/01/2017,4251.52,,
1559,10/01/2017,4096.45,,
1560,11/01/2017,4240.42,,
1561,12/01/2017,4169.87,,
1562,13/01/2017,3492.539,,
1563,14/01/2017,3066.28,,
1564,15/01/2017,3850.76,,
1565,16/01/2017,2353.849,,
1566,17/01/2017,283.472,,
1567,18/01/2017,356.393,,
1568,19/01/2017,85.196,,
1569,20/01/2017,492.48,,
1570,21/01/2017,1571.89,,
1571,22/01/2017,393.977,,
1572,23/01/2017,567.534,,
1573,24/01/2017,2876.63,,
1574,25/01/2017,2620.69,,
1575,26/01/2017,4218.8,,
1576,27/01/2017,3681.85,,
1577,28/01/2017,1535.142,,
1578,29/01/2017,867.193,,
1579,30/01/2017,2733.71,,
1580,31/01/2017,3055.324,,
1581,01/02/2017,2457.6,,
1582,02/02/2017,4198.33,,
1583,03/02/2017,3830.2,,
1584,04/02/2017,2652.18,,
1585,05/02/2017,520.278,,
1586,06/02/2017,2688.44,,
1587,07/02/2017,2026.52,,
1588,08/02/2017,1004.752,,
1589,09/02/2017,2323.46,,
1590,10/02/2017,1569.66,,
1591,11/02/2017,3511.35,,
1592,12/02/2017,4218.81,,
1593,13/02/2017,4253.72,,
1594,14/02/2017,3186.93,,
1595,15/02/2017,14.4,,
1596,16/02/2017,0,,
1597,17/02/2017,0,,
1598,18/02/2017,0,,
1599,19/02/2017,0,,
1600,20/02/2017,0,,
1601,21/02/2017,0,,
1602,22/02/2017,0,,
1603,23/02/2017,3531.094,,
1604,24/02/2017,2825.12,,
1605,25/02/2017,3454.743,,
1606,26/02/2017,3525.26,,
1607,27/02/2017,1269.76,,
1608,28/02/2017,1651.294,,
1609,01/03/2017,1704.348,,
1610,02/03/2017,3481.064,,
1611,03/03/2017,3128.27,,
1612,04/03/2017,1670,,
1613,05/03/2017,1361.647,,
1614,06/03/2017,911.017,,
1615,07/03/2017,1383.706,,
1616,08/03/2017,3193.6,,
1617,09/03/2017,2119.276,,
1618,10/03/2017,1081.56,,
1619,11/03/2017,477.512,,
1620,12/03/2017,1394.145,,
1621,13/03/2017,2468.16,,
1622,14/03/2017,3621.16,,
1623,15/03/2017,1205.36,,
1624,16/03/2017,3640.91,,
1625,17/03/2017,4290.01,,
1626,18/03/2017,3841.75,,
1627,19/03/2017,3001.49,,
1628,20/03/2017,3736.42,,
1629,21/03/2017,3404.12,,
1630,22/03/2017,3482.07,,
1631,23/03/2017,2981.3,,
1632,24/03/2017,964.127,,
1633,25/03/2017,270.491,,
1634,26/03/2017,888.166,,
1635,27/03/2017,1115.145,,
1636,28/03/2017,1447.02,,
1637,29/03/2017,2466.3,,
1638,30/03/2017,3585.93,,
1639,31/03/2017,3277.71,,
1640,01/04/2017,968.564,,
1641,02/04/2017,1057.57,,
1642,03/04/2017,2296.36,,
1643,04/04/2017,2736.29,,
1644,05/04/2017,2828.19,,
1645,06/04/2017,1172.61,,
1646,07/04/2017,259.439,,
1647,08/04/2017,35.3,,
1648,09/04/2017,1959.489,,
1649,10/04/2017,3158.02,,
1650,11/04/2017,3150.41,,
1651,12/04/2017,3930.29,,
1652,13/04/2017,2060.03,,
1653,14/04/2017,1545.67,,
1654,15/04/2017,3610.33,,
1655,16/04/2017,2571.45,,
1656,17/04/2017,546.465,,
1657,18/04/2017,696.75,,
1658,19/04/2017,486.284,,
1659,20/04/2017,617.355,,
1660,21/04/2017,2140.73,,
1661,22/04/2017,1350.093,,
1662,23/04/2017,1144.65,,
1663,24/04/2017,3351.01,,
1664,25/04/2017,3808.11,,
1665,26/04/2017,1837.43,,
1666,27/04/2017,3191.64,,
1667,28/04/2017,510.776,,
1668,29/04/2017,1391.91,,
1669,30/04/2017,4231.48,,
1670,01/05/2017,1709.436,,
1671,02/05/2017,877.232,,
1672,03/05/2017,2610.83,,
1673,04/05/2017,3199.82,,
1674,05/05/2017,3541.72,,
1675,06/05/2017,2026.04,,
1676,07/05/2017,161.775,,
1677,08/05/2017,361.842,,
1678,09/05/2017,239.39,,
1679,10/05/2017,5.37,,
1680,11/05/2017,1338.02,,
1681,12/05/2017,1210.52,,
1682,13/05/2017,2517.05,,
1683,14/05/2017,2043.68,,
1684,15/05/2017,4032.49,,
1685,16/05/2017,4173.84,,
1686,17/05/2017,419.697,,
1687,18/05/2017,260.891,,
1688,19/05/2017,38.659,,
1689,20/05/2017,1440.615,,
1690,21/05/2017,1648.538,,
1691,22/05/2017,176.79,,
1692,23/05/2017,0,,
1693,24/05/2017,0,,
1694,25/05/2017,151.486,,
1695,26/05/2017,1681.58,,
1696,27/05/2017,1549.102,,
1697,28/05/2017,1471.472,,
1698,29/05/2017,1800.755,,
1699,30/05/2017,1333.05,,
1700,31/05/2017,162.906,,
1701,01/06/2017,1956.7,,
1702,02/06/2017,220.137,,
1703,03/06/2017,1075.03,,
1704,04/06/2017,1716.66,,
1705,05/06/2017,2954.535,,
1706,06/06/2017,4164.58,,
1707,07/06/2017,3672.58,,
1708,08/06/2017,3330.05,,
1709,09/06/2017,2489.18,,
1710,10/06/2017,3735.01,,
1711,11/06/2017,4251.23,,
1712,12/06/2017,3770.44,,
1713,13/06/2017,1412.36,,
1714,14/06/2017,1002.857,,
1715,15/06/2017,3991.28,,
1716,16/06/2017,3538.86,,
1717,17/06/2017,1861.593,,
1718,18/06/2017,167.724,,
1719,19/06/2017,820.215,,
1720,20/06/2017,1139.075,,
1721,21/06/2017,2323.13,,
1722,22/06/2017,1613.32,,
1723,23/06/2017,3408.85,,
1724,24/06/2017,2467.25,,
1725,25/06/2017,1242.06,,
1726,26/06/2017,161.621,,
1727,27/06/2017,2582.14,,
1728,28/06/2017,2375.19,,
1729,29/06/2017,4093.52,,
1730,30/06/2017,3941.21,,
1731,01/07/2017,2513.55,,
1732,02/07/2017,2455.3,,
1733,03/07/2017,1301.963,,
1734,04/07/2017,2376.9,,
1735,05/07/2017,2.014,,
1736,06/07/2017,214.223,,
1737,07/07/2017,1467.34,,
1738,08/07/2017,308.019,,
1739,09/07/2017,1230.721,,
1740,10/07/2017,556.23,,
1741,11/07/2017,256.635,,
1742,12/07/2017,330.368,,
1743,13/07/2017,1722.011,,
1744,14/07/2017,2443.94,,
1745,15/07/2017,3453.95,,
1746,16/07/2017,835.67,,
1747,17/07/2017,535.383,,
1748,18/07/2017,1779.59,,
1749,19/07/2017,2684.372,,
1750,20/07/2017,2381.24,,
1751,21/07/2017,2941.63,,
1752,22/07/2017,166.861,,
1753,23/07/2017,1102.386,,
1754,24/07/2017,1878.88,,
1755,25/07/2017,93.961,,
1756,26/07/2017,2898.66,,
1757,27/07/2017,3922.85,,
1758,28/07/2017,3187.38,,
1759,29/07/2017,3506.17,,
1760,30/07/2017,3086.51,,
1761,31/07/2017,3792.71,,
1762,01/08/2017,2380.93,,
1763,02/08/2017,3108.38,,
1764,03/08/2017,4162.94,,
1765,04/08/2017,2527.83,,
1766,05/08/2017,1247.74,,
1767,06/08/2017,2700.07,,
1768,07/08/2017,2123.013,,
1769,08/08/2017,462.858,,
1770,09/08/2017,3387.98,,
1771,10/08/2017,1105.22,,
1772,11/08/2017,3325.9,,
1773,12/08/2017,2721.12,,
1774,13/08/2017,300.549,,
1775,14/08/2017,1816.34,,
1776,15/08/2017,2169.18,,
1777,16/08/2017,3542.27,,
1778,17/08/2017,2383.13,,
1779,18/08/2017,4264.59,,
1780,19/08/2017,4208.93,,
1781,20/08/2017,657.92,,
1782,21/08/2017,813.03,,
1783,22/08/2017,988.608,,
1784,23/08/2017,2140.34,,
1785,24/08/2017,2194.44,,
1786,25/08/2017,1749.12,,
1787,26/08/2017,618.646,,
1788,27/08/2017,562.622,,
1789,28/08/2017,3546.28,,
1790,29/08/2017,1219.64,,
1791,30/08/2017,676.6,,
1792,31/08/2017,217.563,,
1793,01/09/2017,958.17,,
1794,02/09/2017,371.333,,
1795,03/09/2017,3760.67,,
1796,04/09/2017,2149.74,,
1797,05/09/2017,1463.268,,
1798,06/09/2017,3265.48,,
1799,07/09/2017,3335.46,,
1800,08/09/2017,3850.65,,
1801,09/09/2017,2906.06,,
1802,10/09/2017,694.87,,
1803,11/09/2017,0,,
1804,12/09/2017,0,,
1805,13/09/2017,0,,
1806,14/09/2017,0,,
1807,15/09/2017,0,,
1808,16/09/2017,508.845,,
1809,17/09/2017,791.556,,
1810,18/09/2017,32.082,,
1811,19/09/2017,546.346,,
1812,20/09/2017,2922.79,,
1813,21/09/2017,2118.73,,
1814,22/09/2017,3255.46,,
1815,23/09/2017,2690.6,,
1816,24/09/2017,1974.26,,
1817,25/09/2017,9.893,,
1818,26/09/2017,776.48,,
1819,27/09/2017,3739.28,,
1820,28/09/2017,1040.5,,
1821,29/09/2017,3953.28,,
1822,30/09/2017,1295.704,,
1823,01/10/2017,3075.69,,
1824,02/10/2017,4336.2,,
1825,03/10/2017,4282.1,,
1826,04/10/2017,4339.47,,
1827,05/10/2017,4326.5,,
1828,06/10/2017,2615.55,,
1829,07/10/2017,3916,,
1830,08/10/2017,786.659,,
1831,09/10/2017,1607.88,,
1832,10/10/2017,3652.18,,
1833,11/10/2017,4314.29,,
1834,12/10/2017,4169.97,,
1835,13/10/2017,3996.34,,
1836,14/10/2017,2625.51,,
1837,15/10/2017,3036.17,,
1838,16/10/2017,2141.926,,
1839,17/10/2017,3032.969,,
1840,18/10/2017,1080.575,,
1841,19/10/2017,2708.58,,
1842,20/10/2017,2455.43,,
1843,21/10/2017,4274.52,,
1844,22/10/2017,3782.62,,
1845,23/10/2017,2190.91,,
1846,24/10/2017,2575.2,,
1847,25/10/2017,3188.615,,
1848,26/10/2017,1041.029,,
1849,27/10/2017,1054.967,,
1850,28/10/2017,4003.1,,
1851,29/10/2017,1825.806,,
1852,30/10/2017,1167.71,,
1853,31/10/2017,3930.42,,
1854,01/11/2017,2438.8,,
1855,02/11/2017,600.211,,
1856,03/11/2017,1031.017,,
1857,04/11/2017,2910.277,,
1858,05/11/2017,2720.314,,
1859,06/11/2017,2855.02,,
1860,07/11/2017,2739.09,,
1861,08/11/2017,1523.47,,
1862,09/11/2017,3435.08,,
1863,10/11/2017,4121.31,,
1864,11/11/2017,738.91,,
1865,12/11/2017,4051.28,,
1866,13/11/2017,1965.916,,
1867,14/11/2017,2444.72,,
1868,15/11/2017,469.854,,
1869,16/11/2017,3549.26,,
1870,17/11/2017,3197.54,,
1871,18/11/2017,3631.26,,
1872,19/11/2017,1041.28,,
1873,20/11/2017,3705.032,,
1874,21/11/2017,3860.47,,
